name,category,kcal_100,protein_100,fat_100,carbs_100,fiber_100,proposed_group,confidence,method,proposed_cooking_tags,proposed_allergens,proposed_diet_exclusions,default_scaling,reason,decision
"Makaron świderki trójkolorowy, suchy","Kasze, ryż i makarony",355,12.0,1.8,71.0,3.5,makaron,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony",
"Makaron łazanki, suchy","Kasze, ryż i makarony",362,11.5,2.0,72.5,3.0,makaron,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony",
"Makaron konjac (shirataki), odsączony","Kasze, ryż i makarony",9,0.1,0.1,3.0,2.7,makaron,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony",
"Kasza jęczmienna wiejska, sucha","Kasze, ryż i makarony",330,8.4,2.2,69.4,6.2,kasza_ryż,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Kasza gryczana prażona w torebkach, ugotowana","Kasze, ryż i makarony",115,3.8,0.9,24.0,2.0,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony; wartości po obróbce termicznej (katalog diet liczy na surowo)",
"Fasola Jaś, sucha",Rośliny strączkowe,286,20.5,1.5,47.0,15.5,strączki,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,słowo_kluczowe: strączki; kategoria Rośliny strączkowe,
"Fasolka szparagowa żółta, gotowana",Rośliny strączkowe,33,1.8,0.3,7.5,3.0,strączki,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,słowo_kluczowe: strączki; kategoria Rośliny strączkowe,
"Soczewica żółta, sucha",Rośliny strączkowe,347,24.0,1.5,60.0,10.5,strączki,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,słowo_kluczowe: strączki; kategoria Rośliny strączkowe,
Ciecierzyca pieczona chrupiąca (przekąska),Rośliny strączkowe,415,19.0,12.5,55.0,12.0,strączki,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,słowo_kluczowe: strączki; kategoria Rośliny strączkowe; wartości po obróbce termicznej (katalog diet liczy na surowo),
Tofu jedwabiste,Rośliny strączkowe,55,5.0,2.7,2.0,0.2,białko_roślinne,WYSOKA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",soja,,LINIOWY,słowo_kluczowe: białko_roślinne; kategoria Rośliny strączkowe,
Tofu marynowane w ziołach,Rośliny strączkowe,125,13.0,7.0,2.5,0.6,białko_roślinne,WYSOKA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",soja,,LINIOWY,słowo_kluczowe: białko_roślinne; kategoria Rośliny strączkowe,
Kotlet z tofu panierowany,Rośliny strączkowe,245,13.5,14.0,16.0,1.5,białko_roślinne,NISKA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",soja,,LINIOWY,słowo_kluczowe: białko_roślinne; kategoria Rośliny strączkowe; wartości po obróbce termicznej (katalog diet liczy na surowo),
Napój sojowy wysokobiałkowy,Rośliny strączkowe,55,5.5,2.2,2.8,0.6,mleko,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno","mleko,soja",dairy,LINIOWY,słowo_kluczowe: mleko; kategoria Rośliny strączkowe,
Pasta z soczewicy (wegańska),Rośliny strączkowe,165,8.0,8.5,14.0,5.0,strączki,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,słowo_kluczowe: strączki; kategoria Rośliny strączkowe,
Burger roślinny (kotlet),Rośliny strączkowe,220,15.5,13.0,9.0,4.5,strączki,NISKA,KATEGORIA,gotowanie,,,LINIOWY,kategoria: strączki,
Parówki sojowe,Rośliny strączkowe,196,15.0,13.5,3.5,2.0,wędlina,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,soja,,TŁUMIONY,słowo_kluczowe: wędlina; kategoria Rośliny strączkowe,
Shake czekoladowy (fast food),Napoje,119,3.2,3.0,19.5,0.5,słodycze,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,DYSKRETNY,słowo_kluczowe: słodycze; kategoria Napoje; kategoria z góry na NIE,NIE
Herbata owocowa (napar),Napoje,2,0.0,0.0,0.4,0.0,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Napar z pokrzywy,Napoje,1,0.1,0.0,0.2,0.0,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Kwas chlebowy,Napoje,30,0.2,0.0,7.0,0.0,pieczywo,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,gluten,gluten,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Napoje; kategoria z góry na NIE,NIE
Oranżada,Napoje,44,0.0,0.0,11.0,0.0,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Napój imbirowo-cytrynowy,Napoje,28,0.1,0.0,7.0,0.1,owoce,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,DYSKRETNY,słowo_kluczowe: owoce; kategoria Napoje; kategoria z góry na NIE,NIE
Mleczko kokosowe 17% (do gotowania),Napoje,168,1.5,17.0,2.5,0.5,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Mleczko kokosowe light 9%,Napoje,93,0.9,9.0,2.0,0.3,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Batony zbożowe z czekoladą,Przekąski i słodycze,425,6.5,15.0,66.0,4.5,słodycze,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,DYSKRETNY,słowo_kluczowe: słodycze; kategoria Przekąski i słodycze; kategoria z góry na NIE,NIE
Ciastka ryżowe w czekoladzie,Przekąski i słodycze,465,5.5,20.5,65.0,2.5,kasza_ryż,ŚREDNIA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,słowo_kluczowe: kasza_ryż; kategoria Przekąski i słodycze; kategoria z góry na NIE,NIE
Rurki waflowe z kremem,Przekąski i słodycze,520,5.0,27.0,64.0,1.5,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Delicje szampańskie,Przekąski i słodycze,385,4.5,12.5,65.0,2.0,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Biszkopty,Przekąski i słodycze,390,9.0,4.5,77.0,1.5,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Wafle tortowe suche,Przekąski i słodycze,375,10.5,2.0,78.0,1.5,pieczywo,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Przekąski i słodycze; kategoria z góry na NIE,NIE
Chrupki kukurydziane,Przekąski i słodycze,425,9.0,8.0,76.5,2.5,pieczywo,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Przekąski i słodycze; kategoria z góry na NIE,NIE
Prażynki ziemniaczane,Przekąski i słodycze,505,4.0,26.0,62.5,2.5,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Mochi (deser ryżowy),Przekąski i słodycze,225,4.0,3.5,45.0,1.5,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Baklava,Przekąski i słodycze,428,6.5,24.0,48.0,2.5,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Beza,Przekąski i słodycze,380,5.0,0.0,90.0,0.0,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Makaroniki migdałowe,Przekąski i słodycze,445,8.0,20.0,58.5,3.0,makaron,ŚREDNIA,SŁOWO_KLUCZOWE,gotowanie,"gluten,orzechy",gluten,LINIOWY,słowo_kluczowe: makaron; kategoria Przekąski i słodycze; kategoria z góry na NIE,NIE
"Comber jagnięcy, pieczony",Mięso i drób,258,25.0,17.5,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude; wartości po obróbce termicznej (katalog diet liczy na surowo),
"Gicz jagnięca, duszona",Mięso i drób,218,27.0,12.0,0.5,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude; wartości po obróbce termicznej (katalog diet liczy na surowo),
Kotlet barani mielony,Mięso i drób,282,16.5,23.5,1.0,0.0,białko_mielone,ŚREDNIA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",,meat,LINIOWY,słowo_kluczowe: białko_mielone; kategoria Mięso i drób,
"Strusie mięso, surowe",Mięso i drób,116,21.9,2.9,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
"Pierś z bażanta, surowa",Mięso i drób,133,24.4,3.6,0.0,0.0,białko_chude,WYSOKA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",,meat,LINIOWY,słowo_kluczowe: białko_chude; kategoria Mięso i drób,
"Chuck roast wołowy (do pulled beef), surowy",Mięso i drób,190,19.5,12.5,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
"Flank steak, surowy",Mięso i drób,141,21.2,6.3,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
"Mostek wołowy (brisket), surowy",Mięso i drób,216,17.5,16.0,0.0,0.0,białko_chude,ŚREDNIA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",,meat,LINIOWY,słowo_kluczowe: białko_chude; kategoria Mięso i drób,
"Cielęcina sznycel, smażony",Mięso i drób,245,22.0,13.0,9.5,0.5,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude; wartości po obróbce termicznej (katalog diet liczy na surowo),
"Kiełbaski śniadaniowe wieprzowe, smażone",Mięso i drób,320,13.5,28.5,2.5,0.3,wędlina,NISKA,SŁOWO_KLUCZOWE,na_zimno,,meat,TŁUMIONY,słowo_kluczowe: wędlina; kategoria Mięso i drób; wartości po obróbce termicznej (katalog diet liczy na surowo),
Kiełbasa podwawelska,Mięso i drób,285,14.5,25.0,1.5,0.0,wędlina,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,meat,TŁUMIONY,słowo_kluczowe: wędlina; kategoria Mięso i drób,
Kiełbasa toruńska,Mięso i drób,310,16.0,27.0,1.0,0.0,wędlina,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,meat,TŁUMIONY,słowo_kluczowe: wędlina; kategoria Mięso i drób,
"Polędwica z majerankiem, wędlina",Mięso i drób,108,19.0,3.0,1.0,0.0,wędlina,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,meat,TŁUMIONY,słowo_kluczowe: wędlina; kategoria Mięso i drób,
Szynka konserwowa,Mięso i drób,132,16.0,7.0,1.5,0.0,wędlina,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,meat,TŁUMIONY,słowo_kluczowe: wędlina; kategoria Mięso i drób,
"Filet z indyka wędzony, wędlina",Mięso i drób,104,19.5,2.0,1.5,0.0,wędlina,NISKA,SŁOWO_KLUCZOWE,na_zimno,,meat,TŁUMIONY,słowo_kluczowe: wędlina; kategoria Mięso i drób; wartości po obróbce termicznej (katalog diet liczy na surowo),
Boczek gotowany rolowany,Mięso i drób,335,13.0,31.0,0.5,0.0,białko_tłuste,ŚREDNIA,SŁOWO_KLUCZOWE,"pieczenie,duszenie",,meat,LINIOWY,słowo_kluczowe: białko_tłuste; kategoria Mięso i drób,
"Pieczeń rzymska (klops), pieczona",Mięso i drób,225,15.5,15.5,5.5,0.5,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude; wartości po obróbce termicznej (katalog diet liczy na surowo),
Konserwa turystyczna wieprzowa,Mięso i drób,268,13.0,23.5,1.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
Szynka mielona konserwowa,Mięso i drób,235,12.5,20.0,1.5,0.0,białko_mielone,ŚREDNIA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",,meat,LINIOWY,słowo_kluczowe: białko_mielone; kategoria Mięso i drób,
Wędzonka krotoszyńska,Mięso i drób,154,20.5,8.0,0.5,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude; wartości po obróbce termicznej (katalog diet liczy na surowo),
Halibut wędzony,Ryby i owoce morza,148,22.5,6.5,0.0,0.0,ryba_tłusta,NISKA,SŁOWO_KLUCZOWE,na_zimno,ryby,fish,LINIOWY,słowo_kluczowe: ryba_tłusta; kategoria Ryby i owoce morza; wartości po obróbce termicznej (katalog diet liczy na surowo),
"Szprotki świeże, smażone",Ryby i owoce morza,258,22.0,18.5,1.5,0.1,ryba_chuda,NISKA,KATEGORIA,"pieczenie,smażenie","ryby,skorupiaki",fish,LINIOWY,kategoria: ryba_chuda; wartości po obróbce termicznej (katalog diet liczy na surowo),
"Sardela europejska, surowa",Ryby i owoce morza,131,20.4,4.8,0.0,0.0,ryba_chuda,NISKA,KATEGORIA,"pieczenie,smażenie",ryby,fish,LINIOWY,kategoria: ryba_chuda,
"Dorsz czarny (sablefish), surowy",Ryby i owoce morza,195,13.4,15.3,0.0,0.0,białko_chude,ŚREDNIA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",ryby,fish,LINIOWY,słowo_kluczowe: białko_chude; kategoria Ryby i owoce morza,
"Karmazyn, surowy",Ryby i owoce morza,94,18.6,1.6,0.0,0.0,ryba_chuda,NISKA,KATEGORIA,"pieczenie,smażenie",ryby,fish,LINIOWY,kategoria: ryba_chuda,
"Sola limanda, filet mrożony",Ryby i owoce morza,83,16.5,1.5,0.0,0.0,białko_chude,ŚREDNIA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",ryby,fish,LINIOWY,słowo_kluczowe: białko_chude; kategoria Ryby i owoce morza,
"Tuńczyk bonito, surowy",Ryby i owoce morza,130,25.0,2.5,0.0,0.0,ryba_chuda,NISKA,KATEGORIA,"pieczenie,smażenie",ryby,fish,LINIOWY,kategoria: ryba_chuda,
"Łosoś dziki pacyficzny, surowy",Ryby i owoce morza,142,20.5,6.3,0.0,0.0,ryba_tłusta,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,ryby,fish,LINIOWY,słowo_kluczowe: ryba_tłusta; kategoria Ryby i owoce morza,
Ryba z grilla (dorada cała),Ryby i owoce morza,135,20.5,5.5,0.0,0.0,ryba_chuda,NISKA,KATEGORIA,"pieczenie,smażenie",ryby,fish,LINIOWY,kategoria: ryba_chuda,
"Kotlety rybne mielone, smażone",Ryby i owoce morza,225,13.5,13.0,13.0,0.8,białko_mielone,NISKA,SŁOWO_KLUCZOWE,"smażenie,pieczenie","ryby,skorupiaki",fish,LINIOWY,słowo_kluczowe: białko_mielone; kategoria Ryby i owoce morza; wartości po obróbce termicznej (katalog diet liczy na surowo),
Krewetki w tempurze,Ryby i owoce morza,285,11.5,15.5,25.0,1.0,białko_chude,WYSOKA,SŁOWO_KLUCZOWE,"smażenie,pieczenie","ryby,skorupiaki",fish,LINIOWY,słowo_kluczowe: białko_chude; kategoria Ryby i owoce morza,
Ikra dorsza wędzona (pasta),Ryby i owoce morza,285,12.0,24.5,4.5,0.2,białko_chude,NISKA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",ryby,fish,LINIOWY,słowo_kluczowe: białko_chude; kategoria Ryby i owoce morza; wartości po obróbce termicznej (katalog diet liczy na surowo),
Kawior z glonów (wegański),Ryby i owoce morza,45,0.5,1.5,7.0,1.5,ryba_chuda,NISKA,KATEGORIA,"pieczenie,smażenie",ryby,fish,LINIOWY,kategoria: ryba_chuda,
Mleko owcze,Nabiał,108,5.4,7.0,5.4,0.0,mleko,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: mleko; kategoria Nabiał,
Ser owczy dojrzewający,Nabiał,374,25.5,30.0,1.0,0.0,nabiał_tłusty,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_tłusty,
Ser korycinski swojski,Nabiał,325,23.5,25.0,2.0,0.0,nabiał_tłusty,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_tłusty,
Twaróg kozi,Nabiał,145,16.0,8.0,2.5,0.0,ser,ŚREDNIA,SŁOWO_KLUCZOWE,"pieczenie,na_zimno",mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: ser; kategoria Nabiał,
Jogurt kozi naturalny,Nabiał,72,3.8,4.5,4.4,0.0,nabiał_chudy,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: nabiał_chudy; kategoria Nabiał,
Ser typu bałkańskiego,Nabiał,235,12.5,19.5,2.0,0.0,nabiał_tłusty,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_tłusty,
"Ser smażony (fried cheese, panierowany)",Nabiał,330,15.0,24.0,13.0,0.6,nabiał_tłusty,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_tłusty; wartości po obróbce termicznej (katalog diet liczy na surowo),
Ser w zalewie ziołowej (kostki),Nabiał,290,16.0,24.5,1.5,0.2,przyprawa,ŚREDNIA,SŁOWO_KLUCZOWE,*,mleko,"dairy,lactose",STAŁY,słowo_kluczowe: przyprawa; kategoria Nabiał,
Serek do smarowania z ziołami,Nabiał,240,6.0,22.5,3.5,0.3,przyprawa,ŚREDNIA,SŁOWO_KLUCZOWE,*,mleko,"dairy,lactose",STAŁY,słowo_kluczowe: przyprawa; kategoria Nabiał,
Twarożek kanapkowy naturalny puszysty,Nabiał,165,9.0,13.0,3.5,0.0,nabiał_tłusty,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_tłusty,
Deser mleczny czekoladowy (kubek),Nabiał,135,3.5,4.0,21.5,0.8,słodycze,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,mleko,"dairy,lactose",DYSKRETNY,słowo_kluczowe: słodycze; kategoria Nabiał,
Jogurt typu bałtyckiego wysokobiałkowy pitny,Nabiał,62,9.0,0.5,5.5,0.0,nabiał_chudy,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: nabiał_chudy; kategoria Nabiał,
Mleko A2 pełne,Nabiał,62,3.2,3.4,4.8,0.0,mleko,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: mleko; kategoria Nabiał,
Kefir wodny (napój fermentowany),Nabiał,20,0.1,0.0,4.8,0.0,nabiał_chudy,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: nabiał_chudy; kategoria Nabiał,
Cebula smażona (chrupiąca),Warzywa,540,6.5,38.0,42.0,5.5,warzywa_aromat,NISKA,SŁOWO_KLUCZOWE,"smażenie,gotowanie",,,TŁUMIONY,słowo_kluczowe: warzywa_aromat; kategoria Warzywa; wartości po obróbce termicznej (katalog diet liczy na surowo),
Czosnek niedźwiedzi,Warzywa,55,3.5,0.5,9.0,2.5,warzywa_aromat,ŚREDNIA,SŁOWO_KLUCZOWE,"smażenie,gotowanie",,,TŁUMIONY,słowo_kluczowe: warzywa_aromat; kategoria Warzywa,
Topinambur,Warzywa,73,2.0,0.0,17.4,1.6,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Pasternak,Warzywa,75,1.2,0.3,18.0,4.9,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Brukiew,Warzywa,37,1.1,0.2,8.6,2.3,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Rzepa biała,Warzywa,28,0.9,0.1,6.4,1.8,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Skorzonera,Warzywa,82,3.3,0.2,18.3,3.3,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Kabaczek,Warzywa,19,0.6,0.2,4.4,1.1,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Patison,Warzywa,18,1.2,0.2,3.8,1.2,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Pomidor żółty,Warzywa,15,1.0,0.2,3.0,0.7,warzywa_surowe,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: warzywa_surowe; kategoria Warzywa,
"Pomidory w zalewie (słoik, odsączone)",Warzywa,22,1.1,0.1,3.8,1.0,warzywa_surowe,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: warzywa_surowe; kategoria Warzywa,
Sok z kiszonych ogórków,Warzywa,11,0.5,0.1,1.9,0.2,kiszonki,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: kiszonki; kategoria Warzywa,
Sok z kiszonej kapusty,Warzywa,15,0.8,0.1,2.5,0.5,kiszonki,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: kiszonki; kategoria Warzywa,
Buraki marynowane (odsączone),Warzywa,65,0.9,0.1,15.5,2.0,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Grzyby leśne mrożone,Warzywa,30,2.8,0.5,4.5,2.3,warzywa_gotowane,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa,
"Kurki, świeże",Warzywa,32,1.5,0.5,6.9,3.8,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Maślaki marynowane (odsączone),Warzywa,32,1.8,0.4,5.5,2.2,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Trufle czarne,Warzywa,92,6.0,0.5,16.0,8.0,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Wodorosty nori (arkusze),Warzywa,188,30.0,1.5,22.0,21.0,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
"Wakame, suszone",Warzywa,201,15.0,3.0,30.0,32.0,słodzik,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: słodzik; kategoria Warzywa,
"Spirulina, proszek",Warzywa,290,57.5,7.7,23.9,3.6,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
"Chlorella, proszek",Warzywa,336,58.0,9.0,23.0,12.0,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Nashi (gruszka azjatycka),Owoce,42,0.5,0.2,10.7,3.6,owoce,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: owoce,
Kumkwat,Owoce,71,1.9,0.9,15.9,6.5,owoce,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: owoce,
Physalis (miechunka),Owoce,53,1.9,0.7,11.2,2.7,owoce,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: owoce,
Owoc męczennicy (grenadilla),Owoce,97,2.2,0.7,23.4,10.4,owoce,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: owoce,
"Czarny bez, owoce",Owoce,73,0.7,0.5,18.4,7.0,owoce,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: owoce,
"Dzika róża, owoce świeże",Owoce,162,1.6,0.3,38.2,24.1,owoce,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: owoce,
Mirabelki,Owoce,49,0.7,0.2,12.0,1.6,owoce,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: owoce,
Renklody,Owoce,47,0.8,0.3,11.5,1.5,owoce,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: owoce,
Poziomki,Owoce,33,0.8,0.4,7.7,3.0,owoce,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: owoce,
Owoce kandyzowane mieszane,Owoce,322,0.4,0.2,80.0,2.0,owoce,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: owoce,
Skórka pomarańczowa kandyzowana,Owoce,316,0.4,0.3,78.5,4.5,owoce,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,DYSKRETNY,słowo_kluczowe: owoce; kategoria Owoce,
Wiśnie koktajlowe w syropie (odsączone),Owoce,165,0.5,0.2,40.0,1.0,słodzik,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: słodzik; kategoria Owoce,
Brzoskwinie w syropie (odsączone),Owoce,74,0.5,0.1,18.0,1.0,słodzik,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: słodzik; kategoria Owoce,
Ananas w syropie (odsączony),Owoce,82,0.4,0.1,20.5,0.8,słodzik,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: słodzik; kategoria Owoce,
Orzechy tygrysie (cibora jadalna),Orzechy i nasiona,496,6.2,24.5,63.0,33.0,orzechy,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,orzechy,,LINIOWY,słowo_kluczowe: orzechy; kategoria Orzechy i nasiona,
"Kasztany jadalne, pieczone",Orzechy i nasiona,245,3.2,2.2,53.0,5.1,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,orzechy,,LINIOWY,słowo_kluczowe: kasza_ryż; kategoria Orzechy i nasiona; wartości po obróbce termicznej (katalog diet liczy na surowo),
Nasiona czarnuszki,Orzechy i nasiona,545,20.8,41.6,30.0,10.5,nasiona,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,orzechy,,LINIOWY,słowo_kluczowe: nasiona; kategoria Orzechy i nasiona,
"Nasiona ostropestu, mielone",Orzechy i nasiona,460,22.0,30.0,30.0,26.0,białko_mielone,ŚREDNIA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",orzechy,,LINIOWY,słowo_kluczowe: białko_mielone; kategoria Orzechy i nasiona,
